"id","code","name","parent_id:id"
"amap_poi_010000","010000","Automobile Service Related",""
"amap_poi_010100","010100","Filling Station","amap_poi_010000"
"amap_poi_010101","010101","Sinopec","amap_poi_010100"
"amap_poi_010102","010102","PetroChina","amap_poi_010100"
"amap_poi_010103","010103","Shell","amap_poi_010100"
"amap_poi_010104","010104","Mobil","amap_poi_010100"
"amap_poi_010105","010105","Caltex","amap_poi_010100"
"amap_poi_010107","010107","FEOSO","amap_poi_010100"
"amap_poi_010108","010108","BP PetroChina","amap_poi_010100"
"amap_poi_010109","010109","BP Sinopec","amap_poi_010100"
"amap_poi_010110","010110","TOTAL","amap_poi_010100"
"amap_poi_010111","010111","ESSO","amap_poi_010100"
"amap_poi_010112","010112","TOTAL-SINOCHEM","amap_poi_010100"
"amap_poi_010200","010200","Other Energy Station","amap_poi_010000"
"amap_poi_010300","010300","Filling Station","amap_poi_010000"
"amap_poi_010400","010400","Automobile Maintenance","amap_poi_010000"
"amap_poi_010401","010401","Add Water Station","amap_poi_010400"
"amap_poi_010500","010500","Car Wash","amap_poi_010000"
"amap_poi_010600","010600","Automobile Club","amap_poi_010000"
"amap_poi_010700","010700","Automobile Rescue","amap_poi_010000"
"amap_poi_010800","010800","Automobile Parts Sales","amap_poi_010000"
"amap_poi_010900","010900","Automobile Rental","amap_poi_010000"
"amap_poi_010901","010901","Rent-a-Car Return","amap_poi_010900"
"amap_poi_011000","011000","Used Automobile Dealer","amap_poi_010000"
"amap_poi_011100","011100","Charging Station","amap_poi_010000"
"amap_poi_020000","020000","Automobile Sales",""
"amap_poi_020100","020100","Volkswagen Sales","amap_poi_020000"
"amap_poi_020101","020101","Shanghai Volkswagen Sales","amap_poi_020100"
"amap_poi_020102","020102","FAW-Volkswagen Sales","amap_poi_020100"
"amap_poi_020103","020103","Skoda Sales","amap_poi_020100"
"amap_poi_020104","020104","Import Volkswagen Sales","amap_poi_020100"
"amap_poi_020105","020105","Bentley Sales","amap_poi_020100"
"amap_poi_020106","020106","Lamborghini Sales","amap_poi_020100"
"amap_poi_020200","020200","Honda Sales","amap_poi_020000"
"amap_poi_020201","020201","GAC Honda Sales","amap_poi_020200"
"amap_poi_020202","020202","Dongfeng Honda Sales","amap_poi_020200"
"amap_poi_020203","020203","Acura Sales","amap_poi_020200"
"amap_poi_020300","020300","Audi Sales","amap_poi_020000"
"amap_poi_020301","020301","FAW-Audi Sales","amap_poi_020300"
"amap_poi_020400","020400","General Motors Sales","amap_poi_020000"
"amap_poi_020401","020401","Cadillac Sales","amap_poi_020400"
"amap_poi_020402","020402","Buick Sales","amap_poi_020400"
"amap_poi_020403","020403","Chevrolet Sales","amap_poi_020400"
"amap_poi_020404","020404","Opel Sales","amap_poi_020400"
"amap_poi_020405","020405","Saab Sales","amap_poi_020400"
"amap_poi_020406","020406","Vauxhall Sales","amap_poi_020400"
"amap_poi_020407","020407","Saturn Sales","amap_poi_020400"
"amap_poi_020408","020408","Daewoo Sales","amap_poi_020400"
"amap_poi_020600","020600","BMW Sales","amap_poi_020000"
"amap_poi_020601","020601","BMW MINI Sales","amap_poi_020600"
"amap_poi_020602","020602","Rolls-Royce Sales","amap_poi_020600"
"amap_poi_020700","020700","Nissan Sales","amap_poi_020000"
"amap_poi_020701","020701","Dongfeng Nissan Sales","amap_poi_020700"
"amap_poi_020702","020702","Zhengzhou Nissan Sales","amap_poi_020700"
"amap_poi_020703","020703","Infiniti Sales","amap_poi_020700"
"amap_poi_020800","020800","Renault Sales","amap_poi_020000"
"amap_poi_020900","020900","Mercedes-Benz Sales","amap_poi_020000"
"amap_poi_020904","020904","Maybach Sales","amap_poi_020900"
"amap_poi_020905","020905","Smart Sales","amap_poi_020900"
"amap_poi_021000","021000","Toyota Sales","amap_poi_020000"
"amap_poi_021001","021001","FAW-Toyota Sales","amap_poi_021000"
"amap_poi_021002","021002","GAC Toyota Sales","amap_poi_021000"
"amap_poi_021003","021003","Lexus Sales","amap_poi_021000"
"amap_poi_021004","021004","Daihatsu Sales","amap_poi_021000"
"amap_poi_021100","021100","Subaru Sales","amap_poi_020000"
"amap_poi_021200","021200","Citroen Sales","amap_poi_020000"
"amap_poi_021201","021201","Dongfeng Citroen Sales","amap_poi_021200"
"amap_poi_021202","021202","Dongfeng Peugeot Sales","amap_poi_021200"
"amap_poi_021203","021203","DS Sales","amap_poi_021200"
"amap_poi_021300","021300","Mitsubishi Sales","amap_poi_020000"
"amap_poi_021301","021301","GAC Mitsubishi Sales","amap_poi_021300"
"amap_poi_021400","021400","Fiat Sales","amap_poi_020000"
"amap_poi_021401","021401","Alfa Romeo Sales","amap_poi_021400"
"amap_poi_021500","021500","Ferrari Sales","amap_poi_020000"
"amap_poi_021501","021501","Maserati Sales","amap_poi_021500"
"amap_poi_021600","021600","Hyundai Sales","amap_poi_020000"
"amap_poi_021601","021601","Import Hyundai Sales","amap_poi_021600"
"amap_poi_021602","021602","Beijing Hyundai Sales","amap_poi_021600"
"amap_poi_021700","021700","KIA Sales","amap_poi_020000"
"amap_poi_021701","021701","Import KIA Sales","amap_poi_021700"
"amap_poi_021702","021702","Dongfeng Yueda KIA Sales","amap_poi_021700"
"amap_poi_021800","021800","Ford Sales","amap_poi_020000"
"amap_poi_021802","021802","Mazda Sales","amap_poi_021800"
"amap_poi_021803","021803","Lincoln Sales","amap_poi_021800"
"amap_poi_021804","021804","Mercury Sales","amap_poi_021800"
"amap_poi_021900","021900","JAGUAR Sales","amap_poi_020000"
"amap_poi_022000","022000","Land Rover Sales","amap_poi_020000"
"amap_poi_022100","022100","Porsche Sales","amap_poi_020000"
"amap_poi_022200","022200","DFM Sales","amap_poi_020000"
"amap_poi_022300","022300","Geely Sales","amap_poi_020000"
"amap_poi_022301","022301","Volvo Cars Sales","amap_poi_022300"
"amap_poi_022400","022400","Chery Sales","amap_poi_020000"
"amap_poi_022500","022500","Chrysler Sales","amap_poi_020000"
"amap_poi_022501","022501","Jeep Sales","amap_poi_022500"
"amap_poi_022502","022502","Dodge Sales","amap_poi_022500"
"amap_poi_022600","022600","ROEWE Sales","amap_poi_020000"
"amap_poi_022700","022700","MG Sales","amap_poi_020000"
"amap_poi_022800","022800","JAC Sales","amap_poi_020000"
"amap_poi_022900","022900","Hongqi Sales","amap_poi_020000"
"amap_poi_023000","023000","Chang'an Sales","amap_poi_020000"
"amap_poi_023100","023100","Haima Sales","amap_poi_020000"
"amap_poi_023200","023200","BAIC MOTOR Sales","amap_poi_020000"
"amap_poi_023300","023300","Great Wall Sales","amap_poi_020000"
"amap_poi_023301","023301","WEY Sales","amap_poi_023300"
"amap_poi_023400","023400","Luxgen Sales","amap_poi_020000"
"amap_poi_023500","023500","GAC Trumpchi Sales","amap_poi_020000"
"amap_poi_025000","025000","Truck Sales","amap_poi_020000"
"amap_poi_025100","025100","Dongfeng Truck Sales","amap_poi_020000"
"amap_poi_025200","025200","SINOTRUK Sales","amap_poi_020000"
"amap_poi_025300","025300","FAW Jiefang Sales","amap_poi_020000"
"amap_poi_025400","025400","Foton Truck Sales","amap_poi_020000"
"amap_poi_025500","025500","Shaanxi Heavy-duty Truck Sales","amap_poi_020000"
"amap_poi_025600","025600","Beiben Trucks Sales","amap_poi_020000"
"amap_poi_025700","025700","JAC Truck Sales","amap_poi_020000"
"amap_poi_025800","025800","CAMC Sales","amap_poi_020000"
"amap_poi_025900","025900","Chengdu Dayun Automotive Sales","amap_poi_020000"
"amap_poi_026000","026000","Mercedes-Benz Truck Sales","amap_poi_020000"
"amap_poi_026100","026100","MAN Sales","amap_poi_020000"
"amap_poi_026200","026200","SCANIA Sales","amap_poi_020000"
"amap_poi_026300","026300","Volvo Truck Sales","amap_poi_020000"
"amap_poi_029900","029900","Qoros Sales","amap_poi_020000"
"amap_poi_030000","030000","Automobile Repair",""
"amap_poi_030100","030100","Automobile Comprehensive Repair","amap_poi_030000"
"amap_poi_030200","030200","Volkswagen Repair","amap_poi_030000"
"amap_poi_030201","030201","Shanghai Volkswagen Repair","amap_poi_030200"
"amap_poi_030202","030202","FAW-Volkswagen Repair","amap_poi_030200"
"amap_poi_030203","030203","Skoda Repair","amap_poi_030200"
"amap_poi_030204","030204","Import Volkswagen Repair","amap_poi_030200"
"amap_poi_030205","030205","Bentley Repair","amap_poi_030200"
"amap_poi_030206","030206","Lamborghini Repair","amap_poi_030200"
"amap_poi_030300","030300","Honda Repair","amap_poi_030000"
"amap_poi_030301","030301","GAC Honda Repair","amap_poi_030300"
"amap_poi_030302","030302","Dongfeng Honda Repair","amap_poi_030300"
"amap_poi_030303","030303","Acura Repair","amap_poi_030300"
"amap_poi_030400","030400","Audi Repair","amap_poi_030000"
"amap_poi_030401","030401","FAW-Audi Repair","amap_poi_030400"
"amap_poi_030500","030500","General Motors Repair","amap_poi_030000"
"amap_poi_030501","030501","Cadillac Repair","amap_poi_030500"
"amap_poi_030502","030502","Buick Repair","amap_poi_030500"
"amap_poi_030503","030503","Chevrolet Repair","amap_poi_030500"
"amap_poi_030504","030504","Opel Repair","amap_poi_030500"
"amap_poi_030505","030505","Saab Repair","amap_poi_030500"
"amap_poi_030506","030506","Vauxhall Repair","amap_poi_030500"
"amap_poi_030507","030507","Saturn Repair","amap_poi_030500"
"amap_poi_030508","030508","Daewoo Repair","amap_poi_030500"
"amap_poi_030700","030700","BMW Repair","amap_poi_030000"
"amap_poi_030701","030701","BMW MINI Repair","amap_poi_030700"
"amap_poi_030702","030702","Rolls-Royce Repair","amap_poi_030700"
"amap_poi_030800","030800","Nissan Repair","amap_poi_030000"
"amap_poi_030801","030801","Infiniti Repair","amap_poi_030800"
"amap_poi_030802","030802","Dongfeng Nissan Repair","amap_poi_030800"
"amap_poi_030803","030803","Zhengzhou Nissan Repair","amap_poi_030800"
"amap_poi_030900","030900","Renault Repair","amap_poi_030000"
"amap_poi_031000","031000","Mercedes-Benz Repair","amap_poi_030000"
"amap_poi_031004","031004","Maybach Repair","amap_poi_031000"
"amap_poi_031005","031005","Smart Repair","amap_poi_031000"
"amap_poi_031100","031100","Toyota Repair","amap_poi_030000"
"amap_poi_031101","031101","FAW-Toyota Repair","amap_poi_031100"
"amap_poi_031102","031102","GAC Toyota Repair","amap_poi_031100"
"amap_poi_031103","031103","Lexus Repair","amap_poi_031100"
"amap_poi_031104","031104","Daihatsu Repair","amap_poi_031100"
"amap_poi_031200","031200","Subaru Repair","amap_poi_030000"
"amap_poi_031300","031300","Citroen Repair","amap_poi_030000"
"amap_poi_031301","031301","Dongfeng Peugeot Repair","amap_poi_031300"
"amap_poi_031302","031302","Dongfeng Citroen Repair","amap_poi_031300"
"amap_poi_031303","031303","DS Repair","amap_poi_031300"
"amap_poi_031400","031400","Mitsubishi Repair","amap_poi_030000"
"amap_poi_031401","031401","GAC Mitsubishi Repair","amap_poi_031400"
"amap_poi_031500","031500","Fiat Repair","amap_poi_030000"
"amap_poi_031501","031501","Alfa Romeo Repair","amap_poi_031500"
"amap_poi_031600","031600","Ferrari Repair","amap_poi_030000"
"amap_poi_031601","031601","Maserati Repair","amap_poi_031600"
"amap_poi_031700","031700","Hyundai Repair","amap_poi_030000"
"amap_poi_031701","031701","Import Hyundai Repair","amap_poi_031700"
"amap_poi_031702","031702","Beijing Hyundai Repair","amap_poi_031700"
"amap_poi_031800","031800","KIA Repair","amap_poi_030000"
"amap_poi_031801","031801","Import KIA Repair","amap_poi_031800"
"amap_poi_031802","031802","Dongfeng Yueda KIA Repair","amap_poi_031800"
"amap_poi_031900","031900","Ford Repair","amap_poi_030000"
"amap_poi_031902","031902","Mazda Repair","amap_poi_031900"
"amap_poi_031903","031903","Lincoln Repair","amap_poi_031900"
"amap_poi_031904","031904","Mercury Repair","amap_poi_031900"
"amap_poi_032000","032000","JAGUAR Repair","amap_poi_030000"
"amap_poi_032100","032100","Land Rover Repair","amap_poi_030000"
"amap_poi_032200","032200","Porsche Repair","amap_poi_030000"
"amap_poi_032300","032300","DFM Repair","amap_poi_030000"
"amap_poi_032400","032400","Geely Repair","amap_poi_030000"
"amap_poi_032401","032401","Volvo Cars Repair","amap_poi_032400"
"amap_poi_032500","032500","Chery Repair","amap_poi_030000"
"amap_poi_032600","032600","Chrysler Repair","amap_poi_030000"
"amap_poi_032601","032601","Jeep Repair","amap_poi_032600"
"amap_poi_032602","032602","Dodge Repair","amap_poi_032600"
"amap_poi_032700","032700","ROEWE Repair","amap_poi_030000"
"amap_poi_032800","032800","MG Repair","amap_poi_030000"
"amap_poi_032900","032900","JAC Repair","amap_poi_030000"
"amap_poi_033000","033000","Hongqi Repair","amap_poi_030000"
"amap_poi_033100","033100","Chang'an Repair","amap_poi_030000"
"amap_poi_033200","033200","Haima Repair","amap_poi_030000"
"amap_poi_033300","033300","BAIC MOTOR Repair","amap_poi_030000"
"amap_poi_033400","033400","Great Wall Repair","amap_poi_030000"
"amap_poi_033401","033401","WEY Repair","amap_poi_033400"
"amap_poi_033500","033500","Luxgen Repair","amap_poi_030000"
"amap_poi_033600","033600","GAC Trumpchi Repair","amap_poi_030000"
"amap_poi_035000","035000","Truck Repair","amap_poi_030000"
"amap_poi_035100","035100","Dongfeng Truck Repair","amap_poi_030000"
"amap_poi_035200","035200","SINOTRUK Repair","amap_poi_030000"
"amap_poi_035300","035300","FAW Jiefang Repair","amap_poi_030000"
"amap_poi_035400","035400","Foton Truck Repair","amap_poi_030000"
"amap_poi_035500","035500","Shaanxi Heavy-duty Truck Repair","amap_poi_030000"
"amap_poi_035600","035600","Beiben Trucks Repair","amap_poi_030000"
"amap_poi_035700","035700","JAC Truck Repair","amap_poi_030000"
"amap_poi_035800","035800","CAMC Repair","amap_poi_030000"
"amap_poi_035900","035900","Chengdu Dayun Automotive Repair","amap_poi_030000"
"amap_poi_036000","036000","Mercedes-Benz Truck Repair","amap_poi_030000"
"amap_poi_036100","036100","MAN Repair","amap_poi_030000"
"amap_poi_036200","036200","SCANIA Repair","amap_poi_030000"
"amap_poi_036300","036300","Volvo Truck Repair","amap_poi_030000"
"amap_poi_039900","039900","Qoros Repair","amap_poi_030000"
"amap_poi_040000","040000","Motorcycle Service Related",""
"amap_poi_040100","040100","Motorcycle Sales","amap_poi_040000"
"amap_poi_040101","040101","BMW Motorcycle Sales","amap_poi_040100"
"amap_poi_040200","040200","Motorcycle Repair","amap_poi_040000"
"amap_poi_040201","040201","BMW Motorcycle Repair","amap_poi_040200"
"amap_poi_050000","050000","Food & Beverages Related",""
"amap_poi_050100","050100","Chinese Food Restaurant","amap_poi_050000"
"amap_poi_050101","050101","Complex Food","amap_poi_050100"
"amap_poi_050102","050102","Sichuan Food","amap_poi_050100"
"amap_poi_050103","050103","Cantonese Food","amap_poi_050100"
"amap_poi_050104","050104","Shandong Food","amap_poi_050100"
"amap_poi_050105","050105","Jiangsu Food","amap_poi_050100"
"amap_poi_050106","050106","Zhejiang Food","amap_poi_050100"
"amap_poi_050107","050107","Shanghai Food","amap_poi_050100"
"amap_poi_050108","050108","Hunan Food","amap_poi_050100"
"amap_poi_050109","050109","Anhui Food","amap_poi_050100"
"amap_poi_050110","050110","Fujian Food","amap_poi_050100"
"amap_poi_050111","050111","Beijing Food","amap_poi_050100"
"amap_poi_050112","050112","Hubei Food","amap_poi_050100"
"amap_poi_050113","050113","Northeastern Chinese Food","amap_poi_050100"
"amap_poi_050114","050114","Yunnan & Guizhou Food","amap_poi_050100"
"amap_poi_050115","050115","Northwestern Chinese Food","amap_poi_050100"
"amap_poi_050116","050116","Traditional Brand","amap_poi_050100"
"amap_poi_050117","050117","Hotpot Restaurant","amap_poi_050100"
"amap_poi_050118","050118","Local Special Food","amap_poi_050100"
"amap_poi_050119","050119","Sea Food","amap_poi_050100"
"amap_poi_050120","050120","Vegetarian Food","amap_poi_050100"
"amap_poi_050121","050121","Islamic Food","amap_poi_050100"
"amap_poi_050122","050122","Taiwan Food","amap_poi_050100"
"amap_poi_050123","050123","Chaozhou Food","amap_poi_050100"
"amap_poi_050200","050200","Foreign Food Restaurant","amap_poi_050000"
"amap_poi_050201","050201","Western Restaurant","amap_poi_050200"
"amap_poi_050202","050202","Japanese Cuisine","amap_poi_050200"
"amap_poi_050203","050203","South Korean Cuisine","amap_poi_050200"
"amap_poi_050204","050204","French Food","amap_poi_050200"
"amap_poi_050205","050205","Italian Food","amap_poi_050200"
"amap_poi_050206","050206","Thai/Vietnamese Food","amap_poi_050200"
"amap_poi_050207","050207","Mediterranean Food","amap_poi_050200"
"amap_poi_050208","050208","American Food","amap_poi_050200"
"amap_poi_050209","050209","Indian Food","amap_poi_050200"
"amap_poi_050210","050210","British Food","amap_poi_050200"
"amap_poi_050211","050211","Steak House","amap_poi_050200"
"amap_poi_050212","050212","Russian Food","amap_poi_050200"
"amap_poi_050213","050213","Portuguese Food","amap_poi_050200"
"amap_poi_050214","050214","German Food","amap_poi_050200"
"amap_poi_050215","050215","Brazilian Food","amap_poi_050200"
"amap_poi_050216","050216","Mexican Food","amap_poi_050200"
"amap_poi_050217","050217","Other Asian Food","amap_poi_050200"
"amap_poi_050300","050300","Fast Food Restaurant","amap_poi_050000"
"amap_poi_050301","050301","KFC","amap_poi_050300"
"amap_poi_050302","050302","McDonald's","amap_poi_050300"
"amap_poi_050303","050303","Pizza Hut","amap_poi_050300"
"amap_poi_050304","050304","Yon ho","amap_poi_050300"
"amap_poi_050305","050305","Teahouse","amap_poi_050300"
"amap_poi_050306","050306","Cafe de Coral","amap_poi_050300"
"amap_poi_050307","050307","Fairwood","amap_poi_050300"
"amap_poi_050308","050308","Maxim's","amap_poi_050300"
"amap_poi_050309","050309","Yoshinoya","amap_poi_050300"
